pair_id,source_title,cor_section,answer,question,local_or_sum,attribute1,attribute2,ex_or_im
986eb4cfe6d65837,lasse-my-thrall,9,tear down the castle instantly and hang whoever built it.,What did the king want the soldiers and horsemen to do at once?,local,action,,explicit
3dfaa03dafe15104,lasse-my-thrall,10,"The drummers beat their drums and the trumpeters blew their trumpets, and the other musicians practiced their art.",How was the duke able to hear the soldiers long before they came in sight?,local,causal relationship,,explicit
de3d738cddd058ec,lasse-my-thrall,10,He asked Lasse for soldiers and horsemen.,What happened when the duke heard the music of this sort?,local,outcome resolution,,implicit
f1b54d0ad93c5d0f,lasse-my-thrall,11,There was a countless host of soldiers drawn up around the castle.,Why did the king's people not dare advance?,local,causal relationship,,explicit
45f1bbfbdf3e5c5e,lasse-my-thrall,12,pleased,How did the captain feel about the duke's proposal?,local,feeling,,explicit
81d299b828995f53,lasse-my-thrall,12,"The duke invited the captain to the castle together with all his officers, and his soldiers were given a swallow or two of something wet and plenty to eat along with it.",What happened because the captain was pleased with the duke's proposal?,local,outcome resolution,,explicit
e8cd546ae87555d1,lasse-my-thrall,12,the king's daughter,Who would make a good wife for the duke according to the king's officers?,local,character,,explicit
7ed48099327851bd,lasse-my-thrall,13,"carry his greetings to the king, and say that he would soon pay him a visit",What did the duke charge the soldiers to do?,local,action,,explicit
9c34116a516c5e6a,lasse-my-thrall,14,decided he would like to find out for himself,What did the duke do because he was unsure if the princess was really as beautiful as the soldiers had said?,local,outcome resolution,,explicit
f5358206d6bc512d,lasse-my-thrall,"9,16",angry,How will the king feel when he sees the castle is still there?,summary,feeling,prediction,implicit
1ba5fe06e652566c,lasse-my-thrall,18,the captain,Who told the king what had occurred at the duke's castle?,local,character,,explicit
eb5d665ccf3d545e,lasse-my-thrall,19,confused,How did the king feel when he heard the story from the captain?,local,feeling,,implicit
7b90b2641c8553f0,lasse-my-thrall,20,She wanted a husband.,What happened because the princess dreamed of the duke and the new castle?,local,outcome resolution,,explicit
eedcaa467e7056a8,lasse-my-thrall,21,his crown and finest robe of state,What was the king wearing when the duke had arrived?,local,character,,explicit
4fc6b9fff9ef59e2,lasse-my-thrall,21,excited,How did the princess feel about the duke's arrival?,local,feeling,,implicit
e7fc6018d3af57fe,lasse-my-thrall,22,The duke was the kind of a man whom it was better to have for a friend than for an enemy.,Why could the king not refuse the duke's request to marry his daughter?,local,causal relationship,,explicit
2e8403e5be3c5aa0,lasse-my-thrall,24,little scrap of paper that the duke kept in the box,What did Lasse want from the duke?,local,action,,explicit
49b8d33385b8508f,lasse-my-thrall,25,His possessions will disappear.,What will happen to all of the duke's possessions after giving Lasse the paper?,local,prediction,outcome resolution,implicit
8aa4dc7386895232,lasse-my-thrall,27,"They had been given her by her father, and Lasse had no power over them.",Why did the princess still have her clothes?,local,causal relationship,,explicit
d51adcbb2d095b35,lasse-my-thrall,28,begged her to leave him,What did the duke beg the princess to do?,local,action,,explicit
18267feef73f5e99,lasse-my-thrall,29,uneasy,How did the king feel when he saw the castle was missing?,local,feeling,,explicit
eab48918f46e5cb6,lasse-my-thrall,33,ordered him to be hung,What happened when the king saw what had become of the duke?,local,outcome resolution,,explicit
fb8e75c6b28b5f8f,lasse-my-thrall,36,a little old man in gray,Who did the duke see a-top the last cart coming along the road?,local,character,,explicit
49e7a67cd63657f0,lasse-my-thrall,"39,40,41,42,43,44",pretended the king did not actually hang him,What did the duke do to trick the king after getting Lasse back?,summary,action,,implicit
57c57f769ea850dc,lasse-my-thrall,"47,48,49",to prevent someone else from finding it and forcing Lasse to begin to run and work all over again,Why did the duke bury the scrap of paper in its little box even ells underground?,summary,causal relationship,,implicit
8b7b7f6c660950e7,leelinau-the-lost-daughter,1,Kaug Wudjoo,Where did Leelinau live?,local,setting,,explicit
2d56dfd7bf6e5f2a,leelinau-the-lost-daughter,2,The Indians feared to fall under the influence of its mischievous inhabitants.,Why was Manitowok seldom visited by Indians?,local,causal relationship,,explicit
8b1eb68c63ae5fdb,leelinau-the-lost-daughter,2,to show that they desired to stand well with the proprietors of the fairy ground.,Why would the Indians leave an offering of tobacco or some other token?,local,causal relationship,,explicit
de289e8d4eb454da,leelinau-the-lost-daughter,3,repaired the Manitowok,What did Leelinau do when she wished to solicit her spirits to procure pleasant dreams?,local,action,,explicit
7dea9d0625bf56cb,leelinau-the-lost-daughter,4,her mother,Who secretly followed Leelinau?,local,character,,explicit
f10c13a1e2215dd3,leelinau-the-lost-daughter,5,sat vacantly by,What did Leelinau do when the girls played pappus-e-ko-waun?,local,action,,explicit
97f5f65defb95925,leelinau-the-lost-daughter,6,happy,How did the girl feel when she picked a red ear?,local,feeling,,implicit
53dae3fe15ea51b6,leelinau-the-lost-daughter,8,"enjoyed such renown in battle, and his name was so famous in the hunt",Why did Leelinau's parents accept the eldest son of a neighboring chief as a suitor for their daughter?,local,causal relationship,,explicit
07b2abfcea9e5323,leelinau-the-lost-daughter,9,hoped he would draw back the thoughts of Leelinau from that spirit-land,What did Leelinau's parents hope the eldest son of a neighboring chief would do to Leelinau?,local,action,,explicit
cd3af745569c52c7,leelinau-the-lost-daughter,9,maiden fear,What did Leelinau's parents ascribe Leelinau's hesitancy as?,local,action,,explicit
99aedbb0d1b25eb8,leelinau-the-lost-daughter,12,Spirit Grove,Where was Leelinau going to meet her lover?,local,setting,,explicit
7e1a0a67d1455f51,leelinau-the-lost-daughter,"12,13",happy,How did Leelinau's parents feel about Leelinau going to meet her lover?,summary,feeling,,implicit
147d3ec955aa5df1,leelinau-the-lost-daughter,"13,14",Leelinau was nowhere to be seen.,Why were Leelinau's parents worried?,summary,causal relationship,,explicit
52e56704d0f35a81,leelinau-the-lost-daughter,"7,8",the old man,Who was believed to be the corn thief?,summary,character,,explicit
6bca9c5d61ed52a9,leelinau-the-lost-daughter,"2,3",Leelinau was isolated.,Why did Leelinau's parent suspect that some evil spirit had enticed Leelinau?,summary,causal relationship,,implicit
e74e01c91cda56b1,leelinau-the-lost-daughter,7,"shouted ""Wa-ge-min!""",What did a young man do when Leelinau picked a crooked kind of corn?,local,action,,explicit
41f035e843285d7a,leelinau-the-lost-daughter,7,story-telling,What was Iagoo famous in the tribe for?,local,character,,explicit
b4f3a20f412255ca,leelinau-the-lost-daughter,9,the chief's son,Who did Iagoo picture as the corn-taker?,local,character,,explicit
c61a036ab38d54fa,leelinau-the-lost-daughter,3,Leelinau was of so gentle and delicate a temper that they feared to thwart her.,Why were Leelinau's parents not able to restrain Leelinau's frequent visits to the fairy wood?,local,causal relationship,,explicit
fd8df9ddbc985848,leelinau-the-lost-daughter,14,the slight ripple of the fishermen's oars,What made Leelinau flee?,local,causal relationship,,explicit
fd865462909d5ae1,leelinau-the-lost-daughter,3,visited the fairy wood often,How did Leelinau's attachment to the fairy wood grow?,local,action,,implicit
bc28a39561265d9e,leelinau-the-lost-daughter,"4,5,6",more sad,How did Leelinau's behavior change the more she visited the fairy wood?,summary,action,,implicit
81c33f62bd025599,leelinau-the-lost-daughter,12,the chieftain of the Green Plume,Who was Leelinau's fairy lover?,summary,character,,explicit
45ada62a02335113,leelinau-the-lost-daughter,"3,4,10",feels withdrawn from others,Why will Leelinau go to the fairy wood?,summary,prediction,causal relationship,implicit
720a213a99e35d0d,leelinau-the-lost-daughter,"13,14",worried,How will Leelinau's parents feel when Leelinau did not return?,summary,prediction,feeling,implicit
dc18b565ac5b5460,leelinau-the-lost-daughter,10,spent a lot of time with it,Why will Leelinau love the spirit as a lover?,local,action,prediction,implicit
00eeb9b452595728,leelinau-the-lost-daughter,"5,6,7",was not entertained with the girls' activity,Why did Leelinau isolate herself?,summary,causal relationship,,implicit
59bcc2e432865e19,little-lasse,1,Little Lasse,What was Lars called?,local,character,,explicit
fc9f1d78e9f15d40,little-lasse,1,a pea-shell boat,What did Lars sail around the world with?,local,action,,explicit
096c2caecee45f4a,little-lasse,1,seventeen large shells,What did Lars pick in the garden?,local,action,,explicit
7ee000d6667352d9,little-lasse,1,the gardener,Who saw Lars pick seventeen large shells?,local,character,,explicit
407968429c1a5367,little-lasse,1,"Little Lasse had no wings, only two small legs.",Why weren't there any sparrows that flew out?,local,causal relationship,,explicit
2854d43baa3d5a37,little-lasse,2,the shore,Where did Little Lasse go after he talked to the gardener?,local,setting,,explicit
6133c881234956cf,little-lasse,2,"opened the shells with a pin, split them carefully in two, and broke small little bits of sticks",How did Little Lasse make the rowers' seats?,local,action,,explicit
fdc7d3524c765127,little-lasse,2,twelve,How many boats did Little Lasse have?,local,action,,explicit
a6b3157ed62057d9,little-lasse,2,not to get into his father's boat,What did Little Lasse forget?,local,action,,explicit
9ca4a7ee2e86535f,little-lasse,2,a beautiful white-painted boat,What did Little Lasse's father own?,local,action,,explicit
b82bfab7d27857c4,little-lasse,3,row out a little way,What did Little Lasse decide to do after he got into his father's boat?,local,action,,explicit
a0ec4337451f5f83,little-lasse,3,The oars were locked up in the boat-house.,Why weren't there any oars to row with?,local,causal relationship,,explicit
e888223477dc5ee1,little-lasse,3,He did not have oars to row with.,Why was Little Lasse frightened?,local,causal relationship,,implicit
439037af261e5008,little-lasse,3,"seize Hercules on the coast of Asia, and then row home again to Europe",What did Little Lasse want to do with his father's boat?,local,action,,explicit
41143e656bb45deb,little-lasse,3,"He had rowed so often on the step sat home, when the steps pretended to be a boat and father's big stick an oar.",How did Little Lasse know how to row?,local,action,,explicit
48b02e2135315805,little-lasse,4,He did not listen to his parents.,How was Little Lasse disobedient?,local,action,,implicit
63877f1109b05bd8,little-lasse,4,scared,How did Little Lasse feel after he was lost out on the great sea?,local,feeling,,implicit
47a5f7616ef35043,little-lasse,4,prayed to god,What did Little Lasse do after he was lost out on the great sea?,local,action,,implicit
c4edb7e38b8157dc,little-lasse,4,old Nukku Matti,Who saved Little Lasse?,local,character,,explicit
